chr	Start	End	Deletion_Size
2L 	 13726627 	 13726733 	 106
2L 	 13751767 	 13751872 	 105
2L 	 13768103 	 13768223 	 120
2L	13777375 	 13779864 	 2489
2L 	 13803732 	 13803853 	 121
2L	13807724 	 13811756 	 4032
2L 	 13839793 	 13839892 	 99
2L 	 13860061 	 13860163 	 102
2L 	 13869512 	 13869635 	 123
2L 	 13895672 	 13895789 	 117
2L	13912295 	 13915963 	 3668
2L 	 13920464 	 13920578 	 114
2L 	 13928681 	 13928790 	 109
2L	13930590 	 13945844 	 15254
2L 	 13945975 	 13946092 	 117
2L	13951049 	 13961621 	 10572
2L	13969438 	 13978319 	 8881
2L 	 14027449 	 14027571 	 122
2L	14037325 	 14050162 	 12837
2L 	 14068094 	 14068214 	 120
2L 	 14105602 	 14105713 	 111
2L	14185288 	 14193272 	 7984
2L	14219287 	 14219791 	 504
2L	14224292 	 14227887 	 3595
2L 	 14239099 	 14239215 	 116
2L 	 14253107 	 14253226 	 119
2L 	 14296754 	 14296852 	 98
2L 	 14307075 	 14307194 	 119
2L 	 14322562 	 14322662 	 100
2L	14356272 	 14356329 	 57
2L	14363710 	 14364014 	 304
2L	14393351 	 14393526 	 175
2L	14400443 	 14400650 	 207
2L 	 14402375 	 14402475 	 100
2L 	 14416569 	 14416675 	 106
2L 	 14440632 	 14440745 	 113
2L	14449954 	 14450795 	 841
2L 	 14456653 	 14456752 	 99
2L 	 14458451 	 14458556 	 105
2L 	 14459438 	 14459558 	 120
2L	14471864 	 14474039 	 2175
2L	14476069 	 14476119 	 50
2L	14510704 	 14514388 	 3684
2L 	 14521791 	 14521898 	 107
2L 	 14524349 	 14524441 	 92
2L 	 14550682 	 14550717 	 35
2L 	 14580504 	 14580624 	 120
2L	14584977 	 14586539 	 1562
2L	14602326 	 14602950 	 624
2L	14605071 	 14611511 	 6440
2L	14618023 	 14619748 	 1725
2L 	 14631699 	 14631755 	 56
2L	14660948 	 14661143 	 195
2L	14664878 	 14667772 	 2894
2L 	 14674854 	 14674977 	 123
2L 	 14678097 	 14678217 	 120
2L 	 14723186 	 14723221 	 35
2L 	 14740804 	 14740896 	 92
2L	14751173 	 14761738 	 10565
2L 	 14763773 	 14763890 	 117
2L 	 14797351 	 14797469 	 118
2L	14867142 	 14877262 	 10120
2L	14921400 	 14923017 	 1617
2L	14957447 	 14957532 	 85
2L 	 14985241 	 14985319 	 78
2L	15011739 	 15014471 	 2732
2L	15019697 	 15019971 	 274
2L 	 15030405 	 15030520 	 115
2L	15041379 	 15041900 	 521
2L 	 15049488 	 15049602 	 114
2L	15056073 	 15058497 	 2424
2L	15060212 	 15064590 	 4378
2L	15109731 	 15113261 	 3530
2L	15138381 	 15139180 	 799
2L	15147410 	 15163246 	 15836
2L	15170371 	 15170777 	 406
2L	15215610 	 15216148 	 538
2L	15218430 	 15224624 	 6194
2L	15243841 	 15246041 	 2200
2L 	 15258668 	 15258774 	 106
2L	15263429 	 15263506 	 77
2L	15267876 	 15272317 	 4441
2L	15324997 	 15325393 	 396
2L 	 15327671 	 15327779 	 108
2L	15328374 	 15354420 	 26046
2L	15362709 	 15365425 	 2716
2L 	 15409731 	 15409855 	 124
2L 	 15433492 	 15433614 	 122
2L	15435561 	 15444813 	 9252
2L	15477225 	 15504447 	 27222
2L 	 15531177 	 15531297 	 120
2L	15555638 	 15555924 	 286
2L 	 15566306 	 15566430 	 124
2L 	 15591185 	 15591296 	 111
2L 	 15592408 	 15592522 	 114
2L 	 15601405 	 15601441 	 36
2L	15637451 	 15637513 	 62
2L 	 15663638 	 15663680 	 42
2L 	 15669613 	 15669727 	 114
2L	15694674 	 15694731 	 57
2L 	 15699646 	 15699718 	 72
2L	15734182 	 15736740 	 2558
2L	15739738 	 15739855 	 117
2L 	 15739855 	 15739917 	 62
2L 	 15761101 	 15761196 	 95
2L	15763524 	 15772538 	 9014
2L 	 15811620 	 15811727 	 107
2L	15820729 	 15820794 	 65
2L 	 15831631 	 15831744 	 113
2L	15845202 	 15850296 	 5094
2L	15906389 	 15908048 	 1659
2L	15935844 	 15936773 	 929
2L	15941943 	 15942000 	 57
2L 	 15953552 	 15953597 	 45
2L 	 16001790 	 16001910 	 120
2L	16008629 	 16008924 	 295
2L	16011142 	 16014480 	 3338
2L 	 16061192 	 16061293 	 101
2L 	 16068439 	 16068548 	 109
2L	16075608 	 16080739 	 5131
2L	16087154 	 16090173 	 3019
2L 	 16092015 	 16092127 	 112
2L	16099661 	 16099723 	 62
2L 	 16156938 	 16156985 	 47
2L	16162173 	 16167826 	 5653
2L	16170892 	 16182551 	 11659
2L 	 16201709 	 16201809 	 100
2L	16225269 	 16225674 	 405
2L 	 16234997 	 16235119 	 122
2L	16237794 	 16243569 	 5775
2L	16256288 	 16263242 	 6954
2L 	 16270649 	 16270753 	 104
2L	16302958 	 16307691 	 4733
2L 	 16388050 	 16388156 	 106
2L	16431750 	 16431895 	 145
2L	16434372 	 16438323 	 3951
2L	16447826 	 16449732 	 1906
2L 	 16450683 	 16450785 	 102
2L 	 16515248 	 16515284 	 36
2L 	 16526210 	 16526314 	 104
2L	16536936 	 16537384 	 448
2L	16538749 	 16539297 	 548
2L 	 16575733 	 16575853 	 120
2L	16583628 	 16590062 	 6434
2L 	 16596927 	 16597021 	 94
2L 	 16608759 	 16608863 	 104
2L 	 16613851 	 16613974 	 123
2L 	 16624664 	 16624780 	 116
2L 	 16651151 	 16651251 	 100
2L 	 16664631 	 16664753 	 122
2L	16689717 	 16691235 	 1518
2L	16692244 	 16693492 	 1248
2L 	 16701182 	 16701300 	 118
2L	16721975 	 16722196 	 221
2L	16742280 	 16749845 	 7565
2L	16781397 	 16782718 	 1321
2L	16813618 	 16817444 	 3826
2L 	 16823267 	 16823376 	 109
2L 	 16838580 	 16838697 	 117
2L 	 16865317 	 16865437 	 120
2L	16873005 	 16873694 	 689
2L	16880958 	 16887061 	 6103
2L	16887414 	 16898695 	 11281
2L 	 16908898 	 16909018 	 120
2L	16911391 	 16916318 	 4927
2L 	 16916439 	 16916552 	 113
2L 	 16929280 	 16929399 	 119
2L 	 16948248 	 16948370 	 122
2L	16973044 	 16973875 	 831
2L	17009016 	 17009619 	 603
2L 	 17025319 	 17025424 	 105
2L 	 17053907 	 17054013 	 106
2L	17082350 	 17084763 	 2413
2L	17085838 	 17086075 	 237
2L	17141387 	 17143808 	 2421
2L 	 17146884 	 17147001 	 117
2L 	 17157664 	 17157761 	 97
2L	17177356 	 17179160 	 1804
2L	17202487 	 17202821 	 334
2L	17218036 	 17222946 	 4910
2L	17229899 	 17229950 	 51
2L	17240786 	 17244466 	 3680
2L	17252394 	 17256060 	 3666
2L 	 17269245 	 17269360 	 115
2L 	 17277917 	 17277974 	 57
2L 	 17285312 	 17285418 	 106
2L	17301546 	 17304984 	 3438
2L	17306367 	 17306624 	 257
2L	17319092 	 17334545 	 15453
2L	17337763 	 17338043 	 280
2L	17365456 	 17369231 	 3775
2L	17382011 	 17382332 	 321
2L	17406115 	 17416124 	 10009
2L	17437641 	 17442823 	 5182
2L	17444630 	 17487615 	 42985
2L 	 17493745 	 17493844 	 99
2L	17497622 	 17515102 	 17480
2L	17522855 	 17523520 	 665
2L	17542894 	 17544787 	 1893
2L	17549598 	 17549875 	 277
2L 	 17590392 	 17590510 	 118
2L 	 17604006 	 17604114 	 108
2L	17624876 	 17636300 	 11424
2L	17643701 	 17644010 	 309
2L	17661515 	 17664112 	 2597
2L 	 17669642 	 17669710 	 68
2L 	 17674164 	 17674223 	 59
2L	17680435 	 17684906 	 4471
2L 	 17697019 	 17697119 	 100
2L	17721834 	 17723328 	 1494
2L	17725815 	 17726115 	 300
2L	17738646 	 17738713 	 67
2L	17750278 	 17750986 	 708
2L	17753176 	 17755985 	 2809
2L 	 17774625 	 17774726 	 101
2L	17781447 	 17789244 	 7797
2L	17809593 	 17809715 	 122
2L 	 17824320 	 17824370 	 50
2L 	 17826509 	 17826629 	 120
2L	17872102 	 17876397 	 4295
2L	17920123 	 17922890 	 2767
2L	17939314 	 17940078 	 764
2L	17944073 	 17948982 	 4909
2L 	 17952817 	 17952899 	 82
2L 	 17967129 	 17967230 	 101
2L 	 17969157 	 17969255 	 98
2L	17974820 	 17986090 	 11270
2L	18029064 	 18029755 	 691
2L 	 18042568 	 18042692 	 124
2L 	 18057895 	 18057961 	 66
2L 	 18080677 	 18080797 	 120
2L 	 18104585 	 18104686 	 101
2L	18118885 	 18118932 	 47
2L	18128408 	 18132279 	 3871
2L	18132777 	 18133484 	 707
2L	18135647 	 18142565 	 6918
2L	18145621 	 18146255 	 634
2L	18150438 	 18182696 	 32258
2L	18196052 	 18196215 	 163
2L	18234956 	 18239004 	 4048
2L	18251037 	 18252430 	 1393
2L 	 18253483 	 18253578 	 95
2L 	 18293947 	 18294069 	 122
2L 	 18313385 	 18313486 	 101
2L	18316293 	 18316667 	 374
2L 	 18317906 	 18318004 	 98
2L	18327251 	 18338829 	 11578
2L	18340869 	 18348217 	 7348
2L 	 18406376 	 18406485 	 109
2L 	 18407738 	 18407777 	 39
2L 	 18410770 	 18410874 	 104
2L	18468671 	 18470288 	 1617
2L 	 18490320 	 18490426 	 106
2L	18521234 	 18525604 	 4370
2L 	 18541057 	 18541156 	 99
2L	18557483 	 18569296 	 11813
2L 	 18572985 	 18573072 	 87
2L 	 18591071 	 18591110 	 39
2L 	 18601937 	 18602060 	 123
2L	18621274 	 18622156 	 882
2L 	 18703680 	 18703785 	 105
2L	18709507 	 18712685 	 3178
2L 	 18715758 	 18715880 	 122
2L	18719387 	 18720250 	 863
2L	18738709 	 18740912 	 2203
2L 	 18763188 	 18763307 	 119
2L	18791218 	 18794500 	 3282
2L 	 18823625 	 18823735 	 110
2L	18837589 	 18837642 	 53
2L	18852004 	 18866757 	 14753
2L	18935404 	 18937078 	 1674
2L	18971435 	 18971799 	 364
2L 	 18998946 	 18999065 	 119
2L	18999677 	 19000024 	 347
2L	19006674 	 19017637 	 10963
2L 	 19026610 	 19026717 	 107
2L 	 19030075 	 19030198 	 123
2L 	 19049537 	 19049634 	 97
2L	19080268 	 19081038 	 770
2L	19093533 	 19095453 	 1920
2L	19098360 	 19105599 	 7239
2L 	 19110824 	 19110939 	 115
2L 	 19126324 	 19126426 	 102
2L 	 19151304 	 19151387 	 83
2L 	 19153541 	 19153654 	 113
2L 	 19154010 	 19154107 	 97
2L	19207860 	 19208158 	 298
2L 	 19227644 	 19227748 	 104
2L 	 19241200 	 19241303 	 103
2L 	 19258641 	 19258738 	 97
2L 	 19284569 	 19284690 	 121
2L	19312657 	 19315327 	 2670
2L	19379615 	 19390496 	 10881
2L	19391371 	 19391598 	 227
2L 	 19402595 	 19402716 	 121
2L	19419841 	 19426076 	 6235
2L	19427547 	 19427790 	 243
2L	19429421 	 19430530 	 1109
2L	19464940 	 19472069 	 7129
2L	19479119 	 19479925 	 806
2L	19485051 	 19485189 	 138
2L 	 19485726 	 19485848 	 122
2L	19499084 	 19510848 	 11764
2L	19514404 	 19516016 	 1612
2L 	 19520983 	 19521097 	 114
2L	19544529 	 19545026 	 497
2L 	 19569290 	 19569411 	 121
2L	19570504 	 19574342 	 3838
2L 	 19581752 	 19581875 	 123
2L	19603498 	 19605740 	 2242
2L 	 19619247 	 19619310 	 63
2L	19633816 	 19638535 	 4719
2L 	 19647909 	 19648004 	 95
2L 	 19658786 	 19658898 	 112
2L 	 19660640 	 19660745 	 105
2L 	 19664495 	 19664540 	 45
2L 	 19668563 	 19668602 	 39
2L 	 19669470 	 19669558 	 88
2L 	 19671160 	 19671274 	 114
2L	19683965 	 19684065 	 100
2L 	 19704215 	 19704246 	 31
2L	19729282 	 19733379 	 4097
2L	19764567 	 19764647 	 80
2L 	 19767802 	 19767923 	 121
2L	19771444 	 19801635 	 30191
2L	19805477 	 19829590 	 24113
2L	19851832 	 19855838 	 4006
2L	19860594 	 19862579 	 1985
2L	19904783 	 19908124 	 3341
2L	19932143 	 19938218 	 6075
2L	19946995 	 19947159 	 164
2L	19951857 	 19952333 	 476
2L	19967376 	 19967886 	 510
2L	19972348 	 19974647 	 2299
2L	19984577 	 19986058 	 1481
2L	19987046 	 19992528 	 5482
2L	20003302 	 20005954 	 2652
2L 	 20007178 	 20007276 	 98
2L	20027975 	 20028034 	 59
2L 	 20031350 	 20031452 	 102
2L	20047392 	 20047724 	 332
2L	20063374 	 20075013 	 11639
2L 	 20101055 	 20101154 	 99
2L	20135798 	 20136825 	 1027
2L	20139881 	 20140032 	 151
2L 	 20147649 	 20147722 	 73
2L 	 20157602 	 20157695 	 93
2L 	 20157861 	 20157963 	 102
2L 	 20163515 	 20163564 	 49
2L 	 20166476 	 20166579 	 103
2L 	 20192251 	 20192352 	 101
2L 	 20197661 	 20197693 	 32
2L 	 20200104 	 20200161 	 57
2L 	 20203445 	 20203497 	 52
2L 	 20203561 	 20203637 	 76
2L 	 20205426 	 20205484 	 58
2L 	 20213054 	 20213120 	 66
2L	20219709 	 20220068 	 359
2L 	 20232334 	 20232447 	 113
2L	20239029 	 20243639 	 4610
2L	20248693 	 20249685 	 992
2L 	 20261856 	 20261969 	 113
2L 	 20273357 	 20273471 	 114
2L 	 20310099 	 20310169 	 70
2L 	 20323669 	 20323785 	 116
2L	20351000 	 20357791 	 6791
2L	20358651 	 20363320 	 4669
2L 	 20369071 	 20369193 	 122
2L 	 20385262 	 20385384 	 122
2L 	 20387859 	 20387976 	 117
2L 	 20410839 	 20410883 	 44
2L 	 20418309 	 20418359 	 50
2L 	 20454976 	 20455054 	 78
2L 	 20455495 	 20455600 	 105
2L	20461570 	 20461855 	 285
2L	20474018 	 20475842 	 1824
2L	20479672 	 20486256 	 6584
2L 	 20500958 	 20501066 	 108
2L 	 20507418 	 20507517 	 99
2L 	 20512049 	 20512170 	 121
2L 	 20541086 	 20541190 	 104
2L	20544835 	 20545833 	 998
2L 	 20585480 	 20585538 	 58
2L	20587258 	 20589494 	 2236
2L	20596359 	 20602058 	 5699
2L	20618053 	 20621649 	 3596
2L	20656308 	 20663345 	 7037
2L	20663990 	 20665794 	 1804
2L 	 20716333 	 20716446 	 113
2L	20717957 	 20728782 	 10825
2L 	 20746844 	 20746952 	 108
2L 	 20766927 	 20767027 	 100
2L 	 20796412 	 20796533 	 121
2L	20799321 	 20816363 	 17042
2L	20816944 	 20817016 	 72
2L	20817950 	 20818023 	 73
2L	20850105 	 20858631 	 8526
2L 	 20865329 	 20865426 	 97
2L 	 20895821 	 20895878 	 57
2L 	 20914776 	 20914895 	 119
2L	20918550 	 20919102 	 552
2L	20926052 	 20926862 	 810
2L 	 20938866 	 20938992 	 126
2L 	 20941381 	 20941501 	 120
2L	20945061 	 20946830 	 1769
2L 	 20959507 	 20959598 	 91
2L 	 20959646 	 20959683 	 37
2L 	 21000456 	 21000571 	 115
2L 	 21038786 	 21038884 	 98
2L	21086365 	 21091514 	 5149
2L 	 21108025 	 21108133 	 108
2L	21119867 	 21120815 	 948
2L 	 21126084 	 21126196 	 112
2L	21129321 	 21134770 	 5449
2L	21141454 	 21141562 	 108
2L	21147603 	 21147654 	 51
2L	21158104 	 21161618 	 3514
2L 	 21198303 	 21198397 	 94
2L 	 21211142 	 21211263 	 121
2L	21253454 	 21253634 	 180
2L	21256616 	 21269578 	 12962
2L	21271315 	 21275888 	 4573
2L	21279220 	 21279501 	 281
2L	21286355 	 21335518 	 49163
2L	21364357 	 21364477 	 120
2L 	 21366682 	 21366783 	 101
2L 	 21381642 	 21381764 	 122
2L 	 21401959 	 21402073 	 114
2L 	 21415359 	 21415470 	 111
2L 	 21416490 	 21416536 	 46
2L 	 21422094 	 21422204 	 110
2L 	 21423468 	 21423567 	 99
2L 	 21433633 	 21433742 	 109
2L 	 21435768 	 21435881 	 113
2L 	 21469524 	 21469636 	 112
2L	21471578 	 21471960 	 382
2L 	 21476573 	 21476649 	 76
2L 	 21480556 	 21480617 	 61
2L 	 21483015 	 21483020 	 5
2L 	 21485447 	 21485538 	 91
2L 	 21510940 	 21511004 	 64
2L 	 21511999 	 21512112 	 113
2L 	 21534741 	 21534805 	 64
2L 	 21541949 	 21542014 	 65
2L 	 21549221 	 21549252 	 31
2L 	 21551971 	 21552044 	 73
2L 	 21552960 	 21553041 	 81
2L 	 21576443 	 21576477 	 34
2L 	 21586986 	 21587097 	 111
2L 	 21590171 	 21590262 	 91
2L 	 21598808 	 21598918 	 110
2L	21617188 	 21618838 	 1650
2L	21620319 	 21620484 	 165
2L	21648942 	 21651976 	 3034
2L	21663132 	 21671392 	 8260
2L	21681483 	 21682817 	 1334
2L 	 21696487 	 21696520 	 33
2L 	 21703683 	 21703798 	 115
2L	21709639 	 21709695 	 56
2L	21710377 	 21714753 	 4376
2L 	 21745412 	 21745535 	 123
2L 	 21748221 	 21748334 	 113
2L 	 21773714 	 21773815 	 101
2L	21779419 	 21791333 	 11914
2L	21818058 	 21823377 	 5319
2L	21833969 	 21848172 	 14203
2L	21852534 	 21853114 	 580
2L	21878241 	 21895906 	 17665
2L	21898835 	 21909280 	 10445
2L	21915609 	 21916432 	 823
2L	21921802 	 21921872 	 70
2L 	 21955298 	 21955416 	 118
2L	21963230 	 21963710 	 480
2L	21964947 	 21971915 	 6968
2L 	 21972985 	 21973041 	 56
2L 	 21991068 	 21991181 	 113
2L 	 22000873 	 22000990 	 117
2L	22005962 	 22012023 	 6061
2L	22020626 	 22020770 	 144
2L	22056096 	 22067491 	 11395
2L 	 22072390 	 22072432 	 42
2L 	 22082717 	 22082802 	 85
2L 	 22095469 	 22095567 	 98
2L	22122136 	 22122302 	 166
2L	22124194 	 22126332 	 2138
2L	22130774 	 22132470 	 1696
2L	22149543 	 22155266 	 5723
2L	22167678 	 22179003 	 11325
2L 	 22199789 	 22199850 	 61
2L 	 22203561 	 22203651 	 90
2L 	 22220053 	 22220162 	 109
2L	22220895 	 22220966 	 71
2L 	 22232191 	 22232273 	 82
2L	22235050 	 22237314 	 2264
2L 	 22279199 	 22279260 	 61
2L	22291661 	 22313211 	 21550
2L	22315804 	 22315887 	 83
2L 	 22318595 	 22318714 	 119
2L	22319607 	 22319793 	 186
2L	22354652 	 22355018 	 366
2L 	 22359152 	 22359192 	 40
2L 	 22377175 	 22377298 	 123
2L 	 22407443 	 22407560 	 117
2L 	 22420341 	 22420440 	 99
2L	22421247 	 22421765 	 518
2L 	 22424064 	 22424123 	 59
2L 	 22426866 	 22426911 	 45
2L 	 22427791 	 22427912 	 121
2L 	 22427804 	 22427850 	 46
2L 	 22429021 	 22429102 	 81
2L 	 22439009 	 22439090 	 81
2L 	 22447773 	 22447892 	 119
2L 	 22490363 	 22490484 	 121
2L 	 22514297 	 22514418 	 121
2L	22522349 	 22524646 	 2297
2L	22531036 	 22535308 	 4272
2L 	 22565680 	 22565780 	 100
2L 	 22597226 	 22597324 	 98
2L 	 22603296 	 22603409 	 113
2L 	 22603372 	 22603409 	 37
2L 	 22605963 	 22606079 	 116
2L 	 22609673 	 22609765 	 92
2L 	 22611391 	 22611502 	 111
2L 	 22620785 	 22620876 	 91
2L 	 22623724 	 22623841 	 117
2L 	 22624682 	 22624791 	 109
2L	22645104 	 22645830 	 726
2L	22662751 	 22662908 	 157
2L	22663845 	 22670804 	 6959
2L	22673629 	 22675643 	 2014
2L 	 22676072 	 22676196 	 124
2L 	 22697497 	 22697527 	 30
2L 	 22741253 	 22741295 	 42
2L 	 22743117 	 22743227 	 110
2L	22746693 	 22753224 	 6531
2L	22761614 	 22764334 	 2720
2L 	 22793911 	 22793986 	 75
2L 	 22797299 	 22797359 	 60
2L 	 22799802 	 22799868 	 66
2L 	 22803804 	 22803854 	 50
2L 	 22812841 	 22812943 	 102
2L 	 22818149 	 22818181 	 32
2L 	 22854315 	 22854420 	 105
2L 	 22856215 	 22856272 	 57
2L 	 22863978 	 22864069 	 91
2L 	 22872407 	 22872464 	 57
2L 	 22876730 	 22876765 	 35
2L 	 22905956 	 22906016 	 60
2L 	 22925941 	 22926041 	 100
2L 	 22935847 	 22935886 	 39
2L 	 22937842 	 22937904 	 62
2L	22984655 	 22985455 	 800
2L 	 22986396 	 22986520 	 124
2L	23022136 	 23022686 	 550
2L	23028809 	 23036254 	 7445
2L 	 23058252 	 23058323 	 71
2L 	 23068911 	 23068948 	 37
2L 	 23072467 	 23072576 	 109
2L 	 23096965 	 23097007 	 42
2L 	 23100924 	 23101008 	 84
2L 	 23107901 	 23107959 	 58
2L 	 23110855 	 23110932 	 77
2L 	 23143200 	 23143231 	 31
2L 	 23148322 	 23148435 	 113
2L	23169889 	 23170211 	 322
2L 	 23183844 	 23183911 	 67
2L 	 23191092 	 23191151 	 59
2L 	 23195971 	 23196027 	 56
2L 	 23198470 	 23198563 	 93
2L 	 23200925 	 23200958 	 33
2L 	 23209122 	 23209243 	 121
2L 	 23213425 	 23213547 	 122
2L	23231377 	 23232010 	 633
2L 	 23236489 	 23236608 	 119
2L	23239202 	 23239290 	 88
2L 	 23242766 	 23242883 	 117
2L 	 23248406 	 23248468 	 62
2L 	 23254138 	 23254229 	 91
2L 	 23255977 	 23256063 	 86
2L 	 23264363 	 23264412 	 49
2L 	 23267768 	 23267816 	 48
2L 	 23279429 	 23279543 	 114
2L 	 23282362 	 23282481 	 119
2L 	 23287696 	 23287819 	 123
2L	23313679 	 23317362 	 3683
2L	23320628 	 23320711 	 83
2L	23343042 	 23343582 	 540
2L 	 23348851 	 23348906 	 55
2L 	 23377926 	 23377996 	 70
2L	23378566 	 23378712 	 146
2L 	 23392340 	 23392398 	 58
2L	23392672 	 23393120 	 448
2L	23396863 	 23397453 	 590
2L 	 23416160 	 23416216 	 56
2L 	 23418494 	 23418564 	 70
2L 	 23458988 	 23459092 	 104
2L 	 23470555 	 23470669 	 114
2L 	 23472729 	 23472815 	 86
2L 	 23491194 	 23491241 	 47
2L	23504046 	 23504872 	 826
2R	4560 	 4631 	 71
2R 	 23840 	 23877 	 37
2R 	 24394 	 24426 	 32
2R 	 25513 	 25600 	 87
2R 	 25552 	 25600 	 48
2R 	 30278 	 30365 	 87
2R	30853 	 31308 	 455
2R 	 35468 	 35507 	 39
2R 	 42379 	 42502 	 123
2R 	 73762 	 73884 	 122
2R	81455 	 81974 	 519
2R 	 85633 	 85672 	 39
2R 	 88456 	 88555 	 99
2R 	 91647 	 91728 	 81
2R 	 94953 	 94984 	 31
2R 	 124028 	 124149 	 121
2R 	 126044 	 126162 	 118
2R 	 129950 	 129985 	 35
2R	149170 	 163343 	 14173
2R 	 207534 	 207565 	 31
2R 	 231788 	 231908 	 120
2R 	 255831 	 255948 	 117
2R	291584 	 292027 	 443
2R	297767 	 300545 	 2778
2R 	 320473 	 320568 	 95
2R 	 338508 	 338543 	 35
2R 	 366605 	 366662 	 57
2R 	 386844 	 386968 	 124
2R 	 405952 	 406011 	 59
2R 	 416756 	 416773 	 17
2R 	 426215 	 426327 	 112
2R 	 452795 	 452864 	 69
2R 	 495447 	 495481 	 34
2R 	 495917 	 496009 	 92
2R	509962 	 510692 	 730
2R 	 511134 	 511201 	 67
2R	518471 	 518840 	 369
2R 	 531692 	 531744 	 52
2R	542657 	 545584 	 2927
2R 	 572392 	 572434 	 42
2R	577619 	 577698 	 79
2R 	 579000 	 579087 	 87
2R 	 588439 	 588478 	 39
2R 	 598197 	 598276 	 79
2R 	 603535 	 603584 	 49
2R 	 620089 	 620212 	 123
2R	634269 	 639433 	 5164
2R	643204 	 643431 	 227
2R	654202 	 658355 	 4153
2R	659242 	 659472 	 230
2R 	 711173 	 711297 	 124
2R 	 713562 	 713683 	 121
2R 	 751150 	 751237 	 87
2R 	 757008 	 757049 	 41
2R 	 760906 	 761026 	 120
2R 	 766459 	 766563 	 104
2R 	 773613 	 773681 	 68
2R 	 775441 	 775473 	 32
2R 	 785055 	 785124 	 69
2R 	 788564 	 788623 	 59
2R 	 791920 	 791989 	 69
2R 	 815263 	 815306 	 43
2R 	 818439 	 818479 	 40
2R 	 826377 	 826472 	 95
2R	840247 	 840315 	 68
2R 	 841567 	 841685 	 118
2R 	 859110 	 859178 	 68
2R 	 877164 	 877231 	 67
2R	945319 	 953382 	 8063
2R 	 990717 	 990767 	 50
2R 	 995301 	 995401 	 100
2R 	 1006369 	 1006472 	 103
2R	1007463 	 1008476 	 1013
2R 	 1016694 	 1016803 	 109
2R	1031976 	 1032056 	 80
2R	1042602 	 1044715 	 2113
2R	1051195 	 1053465 	 2270
2R 	 1059926 	 1060048 	 122
2R	1069971 	 1072190 	 2219
2R 	 1086230 	 1086264 	 34
2R 	 1123039 	 1123141 	 102
2R	1149295 	 1151136 	 1841
2R 	 1164310 	 1164417 	 107
2R 	 1169043 	 1169107 	 64
2R 	 1169106 	 1169182 	 76
2R 	 1169174 	 1169221 	 47
2R 	 1197918 	 1198038 	 120
2R 	 1211935 	 1212033 	 98
2R 	 1226667 	 1226785 	 118
2R 	 1241508 	 1241564 	 56
2R 	 1271180 	 1271235 	 55
2R 	 1279430 	 1279468 	 38
2R	1280941 	 1281131 	 190
2R 	 1288542 	 1288635 	 93
2R	1290501 	 1293675 	 3174
2R 	 1301157 	 1301254 	 97
2R 	 1309510 	 1309631 	 121
2R 	 1414053 	 1414095 	 42
2R	1421048 	 1431006 	 9958
2R 	 1453823 	 1453943 	 120
2R 	 1455101 	 1455200 	 99
2R	1472350 	 1472450 	 100
2R 	 1473731 	 1473829 	 98
2R 	 1484121 	 1484232 	 111
2R 	 1485357 	 1485481 	 124
2R 	 1537672 	 1537773 	 101
2R 	 1556010 	 1556127 	 117
2R 	 1559840 	 1559918 	 78
2R 	 1570659 	 1570750 	 91
2R	1576425 	 1581584 	 5159
2R 	 1589257 	 1589297 	 40
2R 	 1621467 	 1621507 	 40
2R 	 1626917 	 1627039 	 122
2R 	 1633973 	 1634077 	 104
2R 	 1637505 	 1637622 	 117
2R	1639804 	 1648022 	 8218
2R 	 1671885 	 1671980 	 95
2R 	 1680353 	 1680410 	 57
2R 	 1681573 	 1681636 	 63
2R	1683308 	 1685835 	 2527
2R	1696217 	 1696401 	 184
2R 	 1707045 	 1707080 	 35
2R 	 1716023 	 1716083 	 60
2R 	 1722658 	 1722700 	 42
2R	1725655 	 1726992 	 1337
2R	1732258 	 1734247 	 1989
2R	1738432 	 1738481 	 49
2R 	 1745938 	 1746003 	 65
2R 	 1758044 	 1758105 	 61
2R 	 1795125 	 1795158 	 33
2R 	 1806646 	 1806740 	 94
2R 	 1828552 	 1828628 	 76
2R 	 1829974 	 1830066 	 92
2R 	 1839090 	 1839209 	 119
2R 	 1865390 	 1865499 	 109
2R 	 1870858 	 1870936 	 78
2R 	 1883919 	 1884035 	 116
2R 	 1885041 	 1885091 	 50
2R	1891892 	 1897229 	 5337
2R 	 1902957 	 1903001 	 44
2R	1906191 	 1908572 	 2381
2R 	 1932900 	 1932982 	 82
2R 	 1941014 	 1941134 	 120
2R 	 1970225 	 1970335 	 110
2R 	 1998011 	 1998121 	 110
2R 	 2006264 	 2006369 	 105
2R 	 2058431 	 2058550 	 119
2R 	 2065510 	 2065634 	 124
2R 	 2084796 	 2084906 	 110
2R 	 2086561 	 2086676 	 115
2R 	 2098657 	 2098754 	 97
2R 	 2099221 	 2099262 	 41
2R 	 2101207 	 2101292 	 85
2R 	 2101999 	 2102088 	 89
2R 	 2104123 	 2104217 	 94
2R 	 2111635 	 2111676 	 41
2R 	 2119819 	 2119865 	 46
2R	2127988 	 2131098 	 3110
2R 	 2133712 	 2133771 	 59
2R 	 2142608 	 2142731 	 123
2R 	 2151039 	 2151151 	 112
2R 	 2163043 	 2163120 	 77
2R	2173198 	 2173348 	 150
2R 	 2181100 	 2181140 	 40
2R 	 2201594 	 2201646 	 52
2R	2213642 	 2213716 	 74
2R 	 2220092 	 2220211 	 119
